YYYY,m,d,h,h'Es
2007,10,29,4,105
2007,10,29,5,100
2007,10,29,6,105
2007,10,29,7,100
2007,10,29,8,100
2007,10,29,9,100
2007,10,29,10,100
2007,10,29,11,110
2007,10,29,12,100
2007,10,29,13,100
2007,10,29,14,100
2007,10,29,15,110
2007,10,29,16,NaN
2007,10,29,17,100
2007,10,29,18,100
2007,10,29,19,100
2007,10,29,20,100
2007,10,29,21,100
2007,10,29,22,100
2007,10,29,23,100
2007,10,30,0,100
2007,10,30,1,105
2007,10,30,2,110
2007,10,30,3,110
2007,10,30,4,105
2007,10,30,5,105
2007,10,30,6,100
2007,10,30,7,100
2007,10,30,8,100
2007,10,30,9,100
2007,10,30,10,100
2007,10,30,11,100
2007,10,30,12,NaN
2007,10,30,13,110
2007,10,30,14,105
2007,10,30,15,100
2007,10,30,16,100
2007,10,30,17,100
2007,10,30,18,100
2007,10,30,19,100
2007,10,30,20,100
2007,10,30,21,100
2007,10,30,22,100
2007,10,30,23,100
2007,10,31,0,NaN
2007,10,31,1,100
2007,10,31,2,100
2007,10,31,3,115
2007,10,31,4,100
2007,10,31,5,100
2007,10,31,6,100
2007,10,31,7,100
2007,10,31,8,100
2007,10,31,9,115
2007,10,31,10,145
2007,10,31,11,100
2007,10,31,12,100
2007,10,31,13,100
2007,10,31,14,100
2007,10,31,15,100
2007,10,31,16,100
2007,10,31,17,100
2007,10,31,18,100
2007,10,31,19,100
2007,10,31,20,100
2007,10,31,21,100
2007,10,31,22,100
2007,10,31,23,100
2007,11,1,0,100
2007,11,1,1,100
2007,11,1,2,100
2007,11,1,3,100
2007,11,1,4,100
2007,11,1,5,100
2007,11,1,6,100
2007,11,1,7,100
2007,11,1,8,100
2007,11,1,9,100
2007,11,1,10,100
2007,11,1,11,100
2007,11,1,12,100
2007,11,1,13,100
2007,11,1,14,100
2007,11,1,15,NaN
2007,11,1,16,100
2007,11,1,17,100
2007,11,1,18,100
2007,11,1,19,100
2007,11,1,20,100
2007,11,1,21,NaN
2007,11,1,22,NaN
2007,11,1,23,100
2007,11,2,0,100
2007,11,2,1,100
2007,11,2,2,NaN
2007,11,2,3,135
2007,11,2,4,110
2007,11,2,5,105
2007,11,2,6,100
2007,11,2,7,105
2007,11,2,8,100
2007,11,2,9,100
2007,11,2,10,110
2007,11,2,11,100
2007,11,2,12,100
2007,11,2,13,100
2007,11,2,14,NaN
2007,11,2,15,NaN
2007,11,2,16,NaN
2007,11,2,17,NaN
2007,11,2,18,NaN
2007,11,2,19,105
2007,11,2,20,100
2007,11,2,21,100
2007,11,2,22,NaN
2007,11,2,23,100
2007,11,3,0,105
2007,11,3,1,NaN
2007,11,3,2,NaN
2007,11,3,3,105
2007,11,3,4,105
2007,11,3,5,100
2007,11,3,6,100
2007,11,3,7,100
2007,11,3,8,100
2007,11,3,9,100
2007,11,3,10,100
2007,11,3,11,100
2007,11,3,12,105
2007,11,3,13,100
2007,11,3,14,100
2007,11,3,15,NaN
2007,11,3,16,NaN
2007,11,3,17,100
2007,11,3,18,100
2007,11,3,19,100
2007,11,3,20,100
2007,11,3,21,100
2007,11,3,22,100
2007,11,3,23,100
2007,11,4,0,100
2007,11,4,1,NaN
2007,11,4,2,100
2007,11,4,3,105
2007,11,4,4,100
2007,11,4,5,105
2007,11,4,6,125
2007,11,4,7,100
2007,11,4,8,100
2007,11,4,9,100
2007,11,4,10,100
2007,11,4,11,100
2007,11,4,12,100
2007,11,4,13,100
2007,11,4,14,NaN
2007,11,4,15,NaN
2007,11,4,16,NaN
2007,11,4,17,NaN
2007,11,4,18,NaN
2007,11,4,19,NaN
2007,11,4,20,NaN
2007,11,4,21,NaN
2007,11,4,22,NaN
2007,11,4,23,NaN
2007,11,5,0,NaN
2007,11,5,1,NaN
2007,11,5,2,NaN
2007,11,5,3,105
2007,11,5,4,100
2007,11,5,5,100
2007,11,5,6,100
2007,11,5,7,130
2007,11,5,8,105
2007,11,5,9,100
2007,11,5,10,135
2007,11,5,11,NaN
2007,11,5,12,100
2007,11,5,13,100
2007,11,5,14,100
2007,11,5,15,100
2007,11,5,16,NaN
2007,11,5,17,NaN
2007,11,5,18,NaN
2007,11,5,19,NaN
2007,11,5,20,NaN
2007,11,5,21,100
2007,11,5,22,NaN
2007,11,5,23,NaN
2007,11,6,0,NaN
2007,11,6,1,NaN
2007,11,6,2,115
2007,11,6,3,110
2007,11,6,4,105
2007,11,6,5,150
2007,11,6,6,150
2007,11,6,7,155
2007,11,6,8,115
2007,11,6,9,125
2007,11,6,10,140
2007,11,6,11,NaN
2007,11,6,12,NaN
2007,11,6,13,NaN
2007,11,6,14,NaN
2007,11,6,15,NaN
2007,11,6,16,NaN
2007,11,6,17,105
2007,11,6,18,NaN
2007,11,6,19,NaN
2007,11,6,20,NaN
2007,11,6,21,100
2007,11,6,22,100
2007,11,6,23,NaN
2007,11,7,0,100
2007,11,7,1,100
2007,11,7,2,NaN
2007,11,7,3,110
2007,11,7,4,110
2007,11,7,5,105
2007,11,7,6,160
2007,11,7,7,115
2007,11,7,8,170
2007,11,7,9,135
2007,11,7,10,135
2007,11,7,11,100
2007,11,7,12,100
2007,11,7,13,100
2007,11,7,14,100
2007,11,7,15,100
2007,11,7,16,100
2007,11,7,17,NaN
2007,11,7,18,NaN
2007,11,7,19,NaN
2007,11,7,20,NaN
2007,11,7,21,NaN
2007,11,7,22,NaN
2007,11,7,23,NaN
2007,11,8,0,NaN
2007,11,8,1,NaN
2007,11,8,2,160
2007,11,8,3,110
2007,11,8,4,100
2007,11,8,5,100
2007,11,8,6,115
2007,11,8,7,130
2007,11,8,8,120
2007,11,8,9,120
2007,11,8,10,135
2007,11,8,11,100
2007,11,8,12,100
2007,11,8,13,NaN
2007,11,8,14,NaN
2007,11,8,15,NaN
2007,11,8,16,NaN
2007,11,8,17,NaN
2007,11,8,18,NaN
2007,11,8,19,NaN
2007,11,8,20,NaN
2007,11,8,21,NaN
2007,11,8,22,NaN
2007,11,8,23,NaN
2007,11,9,0,NaN
2007,11,9,1,NaN
2007,11,9,2,NaN
2007,11,9,3,115
2007,11,9,4,110
2007,11,9,5,130
2007,11,9,6,110
2007,11,9,7,110
2007,11,9,8,125
2007,11,9,9,130
2007,11,9,10,115
2007,11,9,11,NaN
2007,11,9,12,NaN
2007,11,9,13,105
2007,11,9,14,105
2007,11,9,15,105
2007,11,9,16,NaN
2007,11,9,17,NaN
2007,11,9,18,NaN
2007,11,9,19,NaN
2007,11,9,20,NaN
2007,11,9,21,NaN
2007,11,9,22,NaN
2007,11,9,23,NaN
2007,11,10,0,NaN
2007,11,10,1,NaN
2007,11,10,2,160
2007,11,10,3,105
2007,11,10,4,110
2007,11,10,5,165
2007,11,10,6,110
2007,11,10,7,100
2007,11,10,8,110
2007,11,10,9,110
2007,11,10,10,100
2007,11,10,11,100
2007,11,10,12,NaN
2007,11,10,13,NaN
2007,11,10,14,105
2007,11,10,15,NaN
2007,11,10,16,NaN
2007,11,10,17,NaN
2007,11,10,18,NaN
2007,11,10,19,NaN
2007,11,10,20,NaN
2007,11,10,21,NaN
2007,11,10,22,NaN
2007,11,10,23,NaN
2007,11,11,0,NaN
2007,11,11,1,NaN
2007,11,11,2,NaN
2007,11,11,3,115
2007,11,11,4,140
2007,11,11,5,110
2007,11,11,6,105
2007,11,11,7,105
2007,11,11,8,140
2007,11,11,9,120
2007,11,11,10,110
2007,11,11,11,100
2007,11,11,12,100
2007,11,11,13,NaN
2007,11,11,14,NaN
2007,11,11,15,NaN
2007,11,11,16,NaN
2007,11,11,17,NaN
2007,11,11,18,NaN
2007,11,11,19,NaN
2007,11,11,20,NaN
2007,11,11,21,NaN
2007,11,11,22,NaN
2007,11,11,23,NaN
2007,11,12,0,NaN
2007,11,12,1,NaN
2007,11,12,2,NaN
2007,11,12,3,150
2007,11,12,4,100
2007,11,12,5,165
2007,11,12,6,120
2007,11,12,7,110
2007,11,12,8,100
2007,11,12,9,100
2007,11,12,10,120
2007,11,12,11,NaN
2007,11,12,12,NaN
2007,11,12,13,NaN
2007,11,12,14,NaN
2007,11,12,15,NaN
2007,11,12,16,NaN
2007,11,12,17,NaN
2007,11,12,18,NaN
2007,11,12,19,NaN
2007,11,12,20,NaN
2007,11,12,21,NaN
2007,11,12,22,NaN
2007,11,12,23,NaN
2007,11,13,0,NaN
2007,11,13,1,NaN
2007,11,13,2,120
2007,11,13,3,100
2007,11,13,4,100
2007,11,13,5,120
2007,11,13,6,100
2007,11,13,7,130
2007,11,13,8,155
2007,11,13,9,115
2007,11,13,10,NaN
2007,11,13,11,NaN
2007,11,13,12,NaN
2007,11,13,13,NaN
2007,11,13,14,NaN
2007,11,13,15,NaN
2007,11,13,16,NaN
2007,11,13,17,100
2007,11,13,18,NaN
2007,11,13,19,NaN
2007,11,13,20,NaN
2007,11,13,21,NaN
2007,11,13,22,NaN
2007,11,13,23,100
2007,11,14,0,NaN
2007,11,14,1,NaN
2007,11,14,2,110
2007,11,14,3,105
2007,11,14,4,110
2007,11,14,5,105
2007,11,14,6,110
2007,11,14,7,NaN
2007,11,14,8,NaN
2007,11,14,9,NaN
2007,11,14,10,150
2007,11,14,11,100
2007,11,14,12,100
2007,11,14,13,100
2007,11,14,14,100
2007,11,14,15,NaN
2007,11,14,16,100
2007,11,14,17,NaN
2007,11,14,18,NaN
2007,11,14,19,NaN
2007,11,14,20,NaN
2007,11,14,21,115
2007,11,14,22,NaN
2007,11,14,23,105
2007,11,15,0,NaN
2007,11,15,1,NaN
2007,11,15,2,115
2007,11,15,3,115
2007,11,15,4,105
2007,11,15,5,105
2007,11,15,6,105
2007,11,15,7,135
2007,11,15,8,135
2007,11,15,9,125
2007,11,15,10,115
2007,11,15,11,105
2007,11,15,12,100
2007,11,15,13,NaN
2007,11,15,14,NaN
2007,11,15,15,NaN
2007,11,15,16,NaN
2007,11,15,17,100
2007,11,15,18,100
2007,11,15,19,NaN
2007,11,15,20,NaN
2007,11,15,21,NaN
2007,11,15,22,NaN
2007,11,15,23,NaN
2007,11,16,0,100
2007,11,16,1,100
2007,11,16,2,100
2007,11,16,3,130
2007,11,16,4,110
2007,11,16,5,100
2007,11,16,6,110
2007,11,16,7,120
2007,11,16,8,125
2007,11,16,9,130
2007,11,16,10,140
2007,11,16,11,115
2007,11,16,12,110
2007,11,16,13,110
2007,11,16,14,110
2007,11,16,15,NaN
2007,11,16,16,NaN
2007,11,16,17,105
2007,11,16,18,NaN
2007,11,16,19,125
2007,11,16,20,NaN
2007,11,16,21,NaN
2007,11,16,22,NaN
2007,11,16,23,100
2007,11,17,0,110
2007,11,17,1,115
2007,11,17,2,NaN
2007,11,17,3,135
2007,11,17,4,125
2007,11,17,5,100
2007,11,17,6,100
2007,11,17,7,100
2007,11,17,8,100
2007,11,17,9,120
2007,11,17,10,125
2007,11,17,11,120
2007,11,17,12,115
2007,11,17,13,115
2007,11,17,14,115
2007,11,17,15,NaN
2007,11,17,16,NaN
2007,11,17,17,NaN
2007,11,17,18,100
2007,11,17,19,100
2007,11,17,20,100
2007,11,17,21,NaN
2007,11,17,22,NaN
2007,11,17,23,105
2007,11,18,0,110
2007,11,18,1,NaN
2007,11,18,2,155
2007,11,18,3,170
2007,11,18,4,135
2007,11,18,5,110
2007,11,18,6,100
2007,11,18,7,145
2007,11,18,8,150
2007,11,18,9,110
2007,11,18,10,100
2007,11,18,11,NaN
2007,11,18,12,NaN
2007,11,18,13,NaN
2007,11,18,14,NaN
2007,11,18,15,110
2007,11,18,16,105
2007,11,18,17,100
2007,11,18,18,NaN
2007,11,18,19,NaN
2007,11,18,20,NaN
2007,11,18,21,NaN
2007,11,18,22,NaN
2007,11,18,23,NaN
2007,11,19,0,NaN
2007,11,19,1,NaN
2007,11,19,2,NaN
2007,11,19,3,125
2007,11,19,4,130
2007,11,19,5,125
2007,11,19,6,130
2007,11,19,7,130
2007,11,19,8,115
2007,11,19,9,100
2007,11,19,10,100
2007,11,19,11,100
2007,11,19,12,110
2007,11,19,13,100
2007,11,19,14,100
2007,11,19,15,NaN
2007,11,19,16,100
2007,11,19,17,NaN
2007,11,19,18,100
2007,11,19,19,100
2007,11,19,20,100
2007,11,19,21,NaN
2007,11,19,22,NaN
2007,11,19,23,NaN
2007,11,20,0,NaN
2007,11,20,1,100
2007,11,20,2,100
2007,11,20,3,150
2007,11,20,4,120
2007,11,20,5,110
2007,11,20,6,105
2007,11,20,7,105
2007,11,20,8,110
2007,11,20,9,110
2007,11,20,10,NaN
2007,11,20,11,NaN
2007,11,20,12,120
2007,11,20,13,115
2007,11,20,14,NaN
2007,11,20,15,NaN
2007,11,20,16,NaN
2007,11,20,17,130
2007,11,20,18,NaN
2007,11,20,19,120
2007,11,20,20,110
2007,11,20,21,NaN
2007,11,20,22,NaN
2007,11,20,23,NaN
2007,11,21,0,105
2007,11,21,1,105
2007,11,21,2,105
2007,11,21,3,100
2007,11,21,4,135
2007,11,21,5,120
2007,11,21,6,145
2007,11,21,7,115
2007,11,21,8,125
2007,11,21,9,125
2007,11,21,10,100
2007,11,21,11,120
2007,11,21,12,115
2007,11,21,13,110
2007,11,21,14,110
2007,11,21,15,110
2007,11,21,16,NaN
2007,11,21,17,NaN
2007,11,21,18,100
2007,11,21,19,100
2007,11,21,20,NaN
2007,11,21,21,110
2007,11,21,22,NaN
2007,11,21,23,115
2007,11,22,0,115
2007,11,22,1,NaN
2007,11,22,2,NaN
2007,11,22,3,130
2007,11,22,4,110
2007,11,22,5,100
2007,11,22,6,100
2007,11,22,7,100
2007,11,22,8,115
2007,11,22,9,120
2007,11,22,10,NaN
2007,11,22,11,NaN
2007,11,22,12,110
2007,11,22,13,105
2007,11,22,14,105
2007,11,22,15,100
2007,11,22,16,NaN
2007,11,22,17,NaN
2007,11,22,18,NaN
2007,11,22,19,NaN
2007,11,22,20,NaN
2007,11,22,21,NaN
2007,11,22,22,NaN
2007,11,22,23,110
2007,11,23,0,110
2007,11,23,1,105
2007,11,23,2,115
2007,11,23,3,110
2007,11,23,4,105
2007,11,23,5,155
2007,11,23,6,125
2007,11,23,7,115
2007,11,23,8,120
2007,11,23,9,130
2007,11,23,10,135
2007,11,23,11,NaN
2007,11,23,12,115
2007,11,23,13,110
2007,11,23,14,NaN
2007,11,23,15,NaN
2007,11,23,16,NaN
2007,11,23,17,NaN
2007,11,23,18,115
2007,11,23,19,110
2007,11,23,20,NaN
2007,11,23,21,NaN
2007,11,23,22,NaN
2007,11,23,23,NaN
2007,11,24,0,NaN
2007,11,24,1,115
2007,11,24,2,110
2007,11,24,3,110
2007,11,24,4,130
2007,11,24,5,140
2007,11,24,6,145
2007,11,24,7,130
2007,11,24,8,120
2007,11,24,9,115
2007,11,24,10,100
2007,11,24,11,100
2007,11,24,12,100
2007,11,24,13,100
2007,11,24,14,NaN
2007,11,24,15,NaN
2007,11,24,16,NaN
2007,11,24,17,NaN
2007,11,24,18,110
2007,11,24,19,105
2007,11,24,20,100
2007,11,24,21,NaN
2007,11,24,22,100
2007,11,24,23,NaN
2007,11,25,0,NaN
2007,11,25,1,105
2007,11,25,2,105
2007,11,25,3,115
2007,11,25,4,140
2007,11,25,5,150
2007,11,25,6,130
2007,11,25,7,135
2007,11,25,8,100
2007,11,25,9,100
2007,11,25,10,100
2007,11,25,11,100
2007,11,25,12,100
2007,11,25,13,NaN
2007,11,25,14,NaN
2007,11,25,15,NaN
2007,11,25,16,NaN
2007,11,25,17,NaN
2007,11,25,18,105
2007,11,25,19,100
2007,11,25,20,100
2007,11,25,21,100
2007,11,25,22,NaN
2007,11,25,23,NaN
2007,11,26,0,NaN
2007,11,26,1,105
2007,11,26,2,100
2007,11,26,3,100
2007,11,26,4,100
2007,11,26,5,145
2007,11,26,6,160
2007,11,26,7,145
2007,11,26,8,100
2007,11,26,9,135
2007,11,26,10,100
2007,11,26,11,NaN
2007,11,26,12,NaN
2007,11,26,13,NaN
2007,11,26,14,NaN
2007,11,26,15,NaN
2007,11,26,16,NaN
2007,11,26,17,105
2007,11,26,18,100
2007,11,26,19,100
2007,11,26,20,100
2007,11,26,21,NaN
2007,11,26,22,NaN
2007,11,26,23,NaN
2007,11,27,0,110
2007,11,27,1,110
2007,11,27,2,110
2007,11,27,3,110
2007,11,27,4,150
2007,11,27,5,175
2007,11,27,6,150
2007,11,27,7,130
2007,11,27,8,110
2007,11,27,9,150
2007,11,27,10,100
2007,11,27,11,100
2007,11,27,12,115
2007,11,27,13,120
2007,11,27,14,110
2007,11,27,15,NaN
2007,11,27,16,NaN
2007,11,27,17,NaN
2007,11,27,18,NaN
2007,11,27,19,NaN
2007,11,27,20,NaN
2007,11,27,21,NaN
2007,11,27,22,NaN
2007,11,27,23,NaN
2007,11,28,0,NaN
2007,11,28,1,NaN
2007,11,28,2,NaN
2007,11,28,3,100
2007,11,28,4,115
2007,11,28,5,115
2007,11,28,6,130
2007,11,28,7,135
2007,11,28,8,135
2007,11,28,9,100
2007,11,28,10,100
2007,11,28,11,100
2007,11,28,12,100
2007,11,28,13,100
2007,11,28,14,NaN
2007,11,28,15,NaN
2007,11,28,16,NaN
2007,11,28,17,NaN
2007,11,28,18,NaN
2007,11,28,19,105
2007,11,28,20,NaN
2007,11,28,21,NaN
2007,11,28,22,NaN
2007,11,28,23,NaN
2007,11,29,0,NaN
2007,11,29,1,NaN
2007,11,29,2,NaN
2007,11,29,3,110
2007,11,29,4,120
2007,11,29,5,140
2007,11,29,6,110
2007,11,29,7,110
2007,11,29,8,115
2007,11,29,9,140
2007,11,29,10,105
2007,11,29,11,100
2007,11,29,12,100
2007,11,29,13,NaN
2007,11,29,14,100
2007,11,29,15,NaN
2007,11,29,16,NaN
2007,11,29,17,NaN
2007,11,29,18,NaN
2007,11,29,19,NaN
2007,11,29,20,NaN
2007,11,29,21,NaN
2007,11,29,22,100
2007,11,29,23,100
2007,11,30,0,NaN
2007,11,30,1,NaN
2007,11,30,2,NaN
2007,11,30,3,130
2007,11,30,4,135
2007,11,30,5,135
2007,11,30,6,110
2007,11,30,7,115
2007,11,30,8,140
2007,11,30,9,145
2007,11,30,10,NaN
2007,11,30,11,NaN
2007,11,30,12,100
2007,11,30,13,NaN
2007,11,30,14,NaN
2007,11,30,15,NaN
2007,11,30,16,110
2007,11,30,17,NaN
2007,11,30,18,NaN
2007,11,30,19,NaN
2007,11,30,20,NaN
2007,11,30,21,NaN
2007,11,30,22,NaN
2007,11,30,23,NaN
2007,12,1,0,110
2007,12,1,1,110
2007,12,1,2,115
2007,12,1,3,150
2007,12,1,4,105
2007,12,1,5,105
2007,12,1,6,160
2007,12,1,7,165
2007,12,1,8,130
2007,12,1,9,135
2007,12,1,10,120
2007,12,1,11,110
2007,12,1,12,110
2007,12,1,13,105
2007,12,1,14,110
2007,12,1,15,NaN
2007,12,1,16,NaN
2007,12,1,17,NaN
2007,12,1,18,NaN
2007,12,1,19,NaN
2007,12,1,20,NaN
2007,12,1,21,NaN
2007,12,1,22,NaN
2007,12,1,23,NaN
2007,12,2,0,NaN
2007,12,2,1,NaN
2007,12,2,2,115
2007,12,2,3,NaN
2007,12,2,4,115
2007,12,2,5,130
2007,12,2,6,145
2007,12,2,7,120
2007,12,2,8,100
2007,12,2,9,170
2007,12,2,10,125
2007,12,2,11,NaN
2007,12,2,12,NaN
2007,12,2,13,100
2007,12,2,14,NaN
2007,12,2,15,NaN
2007,12,2,16,NaN
2007,12,2,17,NaN
2007,12,2,18,NaN
2007,12,2,19,NaN
2007,12,2,20,NaN
2007,12,2,21,NaN
2007,12,2,22,NaN
2007,12,2,23,NaN
2007,12,3,0,100
2007,12,3,1,NaN
2007,12,3,2,NaN
2007,12,3,3,NaN
2007,12,3,4,100
2007,12,3,5,145
2007,12,3,6,125
2007,12,3,7,130
2007,12,3,8,150
2007,12,3,9,145
2007,12,3,10,100
2007,12,3,11,NaN
2007,12,3,12,NaN
2007,12,3,13,NaN
2007,12,3,14,NaN
2007,12,3,15,NaN
2007,12,3,16,NaN
2007,12,3,17,NaN
2007,12,3,18,NaN
2007,12,3,19,NaN
2007,12,3,20,NaN
2007,12,3,21,NaN
2007,12,3,22,NaN
2007,12,3,23,NaN
2007,12,4,0,NaN
2007,12,4,1,NaN
2007,12,4,2,NaN
2007,12,4,3,105
2007,12,4,4,160
2007,12,4,5,135
2007,12,4,6,140
2007,12,4,7,145
2007,12,4,8,120
2007,12,4,9,130
2007,12,4,10,100
2007,12,4,11,100
2007,12,4,12,NaN
2007,12,4,13,NaN
2007,12,4,14,NaN
2007,12,4,15,NaN
2007,12,4,16,NaN
2007,12,4,17,NaN
2007,12,4,18,NaN
2007,12,4,19,NaN
2007,12,4,20,NaN
2007,12,4,21,NaN
2007,12,4,22,115
2007,12,4,23,NaN
2007,12,5,0,NaN
2007,12,5,1,NaN
2007,12,5,2,105
2007,12,5,3,170
2007,12,5,4,145
2007,12,5,5,130
2007,12,5,6,115
2007,12,5,7,140
2007,12,5,8,130
2007,12,5,9,145
2007,12,5,10,130
2007,12,5,11,NaN
2007,12,5,12,NaN
2007,12,5,13,NaN
2007,12,5,14,NaN
2007,12,5,15,NaN
2007,12,5,16,NaN
2007,12,5,17,NaN
2007,12,5,18,NaN
2007,12,5,19,NaN
2007,12,5,20,NaN
2007,12,5,21,NaN
2007,12,5,22,NaN
2007,12,5,23,NaN
2007,12,6,0,NaN
2007,12,6,1,NaN
2007,12,6,2,100
2007,12,6,3,125
2007,12,6,4,100
2007,12,6,5,110
2007,12,6,6,120
2007,12,6,7,145
2007,12,6,8,130
2007,12,6,9,125
2007,12,6,10,150
2007,12,6,11,NaN
2007,12,6,12,NaN
2007,12,6,13,NaN
2007,12,6,14,NaN
2007,12,6,15,NaN
2007,12,6,16,NaN
2007,12,6,17,100
2007,12,6,18,100
2007,12,6,19,100
2007,12,6,20,NaN
2007,12,6,21,NaN
2007,12,6,22,NaN
2007,12,6,23,NaN
2007,12,7,0,NaN
2007,12,7,1,NaN
2007,12,7,2,105
2007,12,7,3,100
2007,12,7,4,130
2007,12,7,5,115
2007,12,7,6,160
2007,12,7,7,115
2007,12,7,8,115
2007,12,7,9,135
2007,12,7,10,100
2007,12,7,11,100
2007,12,7,12,100
2007,12,7,13,NaN
2007,12,7,14,NaN
2007,12,7,15,NaN
2007,12,7,16,NaN
2007,12,7,17,NaN
2007,12,7,18,NaN
2007,12,7,19,NaN
2007,12,7,20,NaN
2007,12,7,21,NaN
2007,12,7,22,NaN
2007,12,7,23,NaN
2007,12,8,0,NaN
2007,12,8,1,NaN
2007,12,8,2,NaN
2007,12,8,3,NaN
2007,12,8,4,120
2007,12,8,5,120
2007,12,8,6,145
2007,12,8,7,135
2007,12,8,8,135
2007,12,8,9,125
2007,12,8,10,125
2007,12,8,11,100
2007,12,8,12,110
2007,12,8,13,105
2007,12,8,14,NaN
2007,12,8,15,NaN
2007,12,8,16,NaN
2007,12,8,17,NaN
2007,12,8,18,NaN
2007,12,8,19,NaN
2007,12,8,20,NaN
2007,12,8,21,NaN
2007,12,8,22,NaN
2007,12,8,23,NaN
2007,12,9,0,NaN
2007,12,9,1,110
2007,12,9,2,NaN
2007,12,9,3,110
2007,12,9,4,120
2007,12,9,5,110
2007,12,9,6,125
2007,12,9,7,130
2007,12,9,8,120
2007,12,9,9,115
2007,12,9,10,115
2007,12,9,11,110
2007,12,9,12,NaN
2007,12,9,13,NaN
2007,12,9,14,100
2007,12,9,15,100
2007,12,9,16,NaN
2007,12,9,17,110
2007,12,9,18,100
2007,12,9,19,100
2007,12,9,20,100
2007,12,9,21,100
2007,12,9,22,NaN
2007,12,9,23,NaN
2007,12,10,0,110
2007,12,10,1,NaN
2007,12,10,2,NaN
2007,12,10,3,NaN
2007,12,10,4,130
2007,12,10,5,135
2007,12,10,6,140
2007,12,10,7,120
2007,12,10,8,115
2007,12,10,9,120
2007,12,10,10,105
2007,12,10,11,115
2007,12,10,12,110
2007,12,10,13,100
2007,12,10,14,100
2007,12,10,15,NaN
2007,12,10,16,NaN
2007,12,10,17,105
2007,12,10,18,100
2007,12,10,19,100
2007,12,10,20,NaN
2007,12,10,21,NaN
2007,12,10,22,NaN
2007,12,10,23,NaN
2007,12,11,0,NaN
2007,12,11,1,NaN
2007,12,11,2,NaN
2007,12,11,3,NaN
2007,12,11,4,120
2007,12,11,5,105
2007,12,11,6,110
2007,12,11,7,110
2007,12,11,8,100
2007,12,11,9,105
2007,12,11,10,105
2007,12,11,11,125
2007,12,11,12,115
2007,12,11,13,NaN
2007,12,11,14,125
2007,12,11,15,115
2007,12,11,16,NaN
2007,12,11,17,NaN
2007,12,11,18,110
2007,12,11,19,NaN
2007,12,11,20,100
2007,12,11,21,100
2007,12,11,22,NaN
2007,12,11,23,NaN
2007,12,12,0,NaN
2007,12,12,1,NaN
2007,12,12,2,NaN
2007,12,12,3,115
2007,12,12,4,110
2007,12,12,5,100
2007,12,12,6,160
2007,12,12,7,140
2007,12,12,8,145
2007,12,12,9,100
2007,12,12,10,NaN
2007,12,12,11,NaN
2007,12,12,12,110
2007,12,12,13,NaN
2007,12,12,14,NaN
2007,12,12,15,NaN
2007,12,12,16,NaN
2007,12,12,17,NaN
2007,12,12,18,NaN
2007,12,12,19,105
2007,12,12,20,NaN
2007,12,12,21,NaN
2007,12,12,22,NaN
2007,12,12,23,NaN
2007,12,13,0,105
2007,12,13,1,105
2007,12,13,2,105
2007,12,13,3,105
2007,12,13,4,130
2007,12,13,5,175
2007,12,13,6,100
2007,12,13,7,155
2007,12,13,8,110
2007,12,13,9,105
2007,12,13,10,105
2007,12,13,11,105
2007,12,13,12,110
2007,12,13,13,100
2007,12,13,14,100
2007,12,13,15,100
2007,12,13,16,100
2007,12,13,17,100
2007,12,13,18,100
2007,12,13,19,NaN
2007,12,13,20,NaN
2007,12,13,21,NaN
2007,12,13,22,100
2007,12,13,23,NaN
2007,12,14,0,100
2007,12,14,1,NaN
2007,12,14,2,NaN
2007,12,14,3,125
2007,12,14,4,115
2007,12,14,5,110
2007,12,14,6,145
2007,12,14,7,130
2007,12,14,8,100
2007,12,14,9,100
2007,12,14,10,125
2007,12,14,11,100
2007,12,14,12,110
2007,12,14,13,100
2007,12,14,14,105
2007,12,14,15,105
2007,12,14,16,105
2007,12,14,17,100
2007,12,14,18,100
2007,12,14,19,100
2007,12,14,20,100
2007,12,14,21,100
2007,12,14,22,NaN
2007,12,14,23,NaN
2007,12,15,0,100
2007,12,15,1,100
2007,12,15,2,100
2007,12,15,3,100
2007,12,15,4,100
2007,12,15,5,100
2007,12,15,6,150
2007,12,15,7,140
2007,12,15,8,110
2007,12,15,9,115
2007,12,15,10,110
2007,12,15,11,105
2007,12,15,12,100
2007,12,15,13,NaN
2007,12,15,14,NaN
2007,12,15,15,NaN
2007,12,15,16,NaN
2007,12,15,17,NaN
2007,12,15,18,NaN
2007,12,15,19,NaN
2007,12,15,20,NaN
2007,12,15,21,NaN
2007,12,15,22,NaN
2007,12,15,23,NaN
2007,12,16,0,NaN
2007,12,16,1,NaN
2007,12,16,2,NaN
2007,12,16,3,175
2007,12,16,4,135
2007,12,16,5,140
2007,12,16,6,130
2007,12,16,7,115
2007,12,16,8,180
2007,12,16,9,150
2007,12,16,10,105
2007,12,16,11,NaN
2007,12,16,12,NaN
2007,12,16,13,NaN
2007,12,16,14,NaN
2007,12,16,15,105
2007,12,16,16,NaN
2007,12,16,17,NaN
2007,12,16,18,NaN
2007,12,16,19,NaN
2007,12,16,20,NaN
2007,12,16,21,NaN
2007,12,16,22,NaN
2007,12,16,23,NaN
2007,12,17,0,NaN
2007,12,17,1,100
2007,12,17,2,100
2007,12,17,3,NaN
2007,12,17,4,145
2007,12,17,5,125
2007,12,17,6,110
2007,12,17,7,100
2007,12,17,8,110
2007,12,17,9,NaN
